"","Sample_ID","Sample_date.x","Sample_site.x","Genus_sp_lifestage","Life_stage","Number_counted","Zoop_density","Zoop_biomass","Zoop_len_avg","Order1","Project","Subsampled_vol_mL","Diluted_vol_mL","Sample_date.y","Sample_site.y","Meter_1","Meter_2","Meter_B1","Meter_B2","Vol_sampled_L","Vol_sampled_L2","V1toV2ratio","V1equalsV2","Zoop_density1a","Zoop_density2","blah"
"37","20070829-1281_10m","2007-08-29","1281_10m","M_edax_wo_eggs","Older",8,0.369794278820264,0.900433495992729,0.69845,"Cyclopoida","LEPAS",10,1000,2007-08-29,"1281_10m",469883,470293,NA,NA,1229.4245,1229.4245,1.75965665236052,"dif",0.650710962730936,0.650710962730936,0.280916683910673
"38","20070829-1281_10m","2007-08-29","1281_10m","M_edax_wo_eggs","Younger",4,0.184897139410132,0.197165847411012,0.5307,"Cyclopoida","LEPAS",10,1000,2007-08-29,"1281_10m",469883,470293,NA,NA,1229.4245,1229.4245,1.75965665236052,"dif",0.325355481365468,0.325355481365468,0.140458341955336
"39","20070829-1281_10m","2007-08-29","1281_10m","M_edax_wo_eggs","Younger",4,0.184897139410132,0.197165847411012,0.5307,"Cyclopoida","LEPAS",10,1000,2007-08-29,"1281_10m",469883,470293,NA,NA,1229.4245,1229.4245,1.75965665236052,"dif",0.325355481365468,0.325355481365468,0.140458341955336
"40","20070829-1281_10m","2007-08-29","1281_10m","S_oregonensis_wo_eggs","Older",14,0.647139987935462,3.80587684460444,0.971933333333333,"Calanoida","LEPAS",10,1000,2007-08-29,"1281_10m",469883,470293,NA,NA,1229.4245,1229.4245,1.75965665236052,"dif",1.13874418477914,1.13874418477914,0.491604196843677
"41","20070829-1281_10m","2007-08-29","1281_10m","S_oregonensis_wo_eggs","Older",14,0.647139987935462,3.80587684460444,0.971933333333333,"Calanoida","LEPAS",10,1000,2007-08-29,"1281_10m",469883,470293,NA,NA,1229.4245,1229.4245,1.75965665236052,"dif",1.13874418477914,1.13874418477914,0.491604196843677
"42","20070829-1281_10m","2007-08-29","1281_10m","Unidentified_Rotifers","Older",12,0.554691418230396,0.243509532603144,NA,"Rotifera spp.","LEPAS",10,1000,2007-08-29,"1281_10m",469883,470293,NA,NA,1229.4245,1229.4245,1.75965665236052,"dif",0.976066444096404,0.976066444096404,0.421375025866009
"43","20090713-1279_20m","2009-07-13","1279_20m","A_vernalis_wo_eggs","Older",5,35.5349189803847,78.5279693371164,0.629,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.545851290021271,0.545851290021271,-34.9890676903635
"44","20090713-1279_20m","2009-07-13","1279_20m","A_vernalis_wo_eggs","Older",5,35.5349189803847,78.5279693371164,0.629,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.545851290021271,0.545851290021271,-34.9890676903635
"45","20090713-1279_20m","2009-07-13","1279_20m","A_vernalis_wo_eggs","Younger",1,7.10698379607695,9.35457385137028,0.518,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"46","20090713-1279_20m","2009-07-13","1279_20m","A_vernalis_wo_eggs","Younger",1,7.10698379607695,9.35457385137028,0.518,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"47","20090713-1279_20m","2009-07-13","1279_20m","B_coregoni_eggs","Egg",13,92.3907893490003,101.19563157396,NA,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.4192133540553,1.4192133540553,-90.971575994945
"48","20090713-1279_20m","2009-07-13","1279_20m","B_coregoni_w_eggs","Older",4,28.4279351843078,140.16633136173,0.52725,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.436681032017017,0.436681032017017,-27.9912541522908
"49","20090713-1279_20m","2009-07-13","1279_20m","B_coregoni_wo_eggs","Older",10,71.0698379607694,132.133562440344,0.3441,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.09170258004254,1.09170258004254,-69.9781353807269
"50","20090713-1279_20m","2009-07-13","1279_20m","B_longirostris_eggs","Egg",10,71.0698379607694,36.2456173599924,NA,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.09170258004254,1.09170258004254,-69.9781353807269
"51","20090713-1279_20m","2009-07-13","1279_20m","B_longirostris_w_eggs","Older",6,42.6419027764617,82.1285814029432,0.3663,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.655021548025525,0.655021548025525,-41.9868812284361
"52","20090713-1279_20m","2009-07-13","1279_20m","B_longirostris_wo_eggs","Older",44,312.707287027386,394.032536077383,0.297681818181818,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",4.80349135218718,4.80349135218718,-307.903795675198
"53","20090713-1279_20m","2009-07-13","1279_20m","C_pengoi_wo_eggs","Older",1,7.10698379607695,29.5183414536001,1.258,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"54","20090713-1279_20m","2009-07-13","1279_20m","Calanoid_nauplii","Nauplii",155,1101.58248839193,296.440934759454,0.2381875,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",16.9213899906594,16.9213899906594,-1084.66109840127
"55","20090713-1279_20m","2009-07-13","1279_20m","Calanoida_unclass","Younger",112,795.982185160618,2567.36768028417,0.698375,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",12.2270688964765,12.2270688964765,-783.755116264141
"56","20090713-1279_20m","2009-07-13","1279_20m","Cyclopoid_nauplii","Nauplii",49,348.24220600777,75.3036779285415,0.215833333333333,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",5.34934264220845,5.34934264220845,-342.892863365562
"57","20090713-1279_20m","2009-07-13","1279_20m","Cyclopoida_unclass","Younger",70,497.488865725386,525.991937583814,0.40885,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",7.64191806029779,7.64191806029779,-489.846947665088
"58","20090713-1279_20m","2009-07-13","1279_20m","D_mendotae_eggs","Egg",8,56.8558703686156,33.471050886004,NA,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.873362064034033,0.873362064034033,-55.9825083045815
"59","20090713-1279_20m","2009-07-13","1279_20m","D_mendotae_w_eggs","Older",3,21.3209513882308,426.45086286575,1.8685,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.327510774012762,0.327510774012762,-20.9934406142181
"60","20090713-1279_20m","2009-07-13","1279_20m","D_mendotae_wo_eggs","Older",2,14.2139675921539,112.927226774625,0.999,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.218340516008508,0.218340516008508,-13.9956270761454
"61","20090713-1279_20m","2009-07-13","1279_20m","D_retrocurva_eggs","Egg",11,78.1768217568464,46.0226949682555,NA,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.2008728380468,1.2008728380468,-76.9759489187996
"62","20090713-1279_20m","2009-07-13","1279_20m","D_retrocurva_w_eggs","Older",5,35.5349189803847,335.803680166426,1.3468,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.545851290021271,0.545851290021271,-34.9890676903635
"63","20090713-1279_20m","2009-07-13","1279_20m","D_retrocurva_wo_eggs","Older",49,348.24220600777,1194.82839279891,0.922533333333333,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",5.34934264220845,5.34934264220845,-342.892863365562
"64","20090713-1279_20m","2009-07-13","1279_20m","D_thomasi_wo_eggs","Older",6,42.6419027764617,110.792399310479,0.662916666666667,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.655021548025525,0.655021548025525,-41.9868812284361
"65","20090713-1279_20m","2009-07-13","1279_20m","D_thomasi_wo_eggs","Older",6,42.6419027764617,110.792399310479,0.662916666666667,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.655021548025525,0.655021548025525,-41.9868812284361
"66","20090713-1279_20m","2009-07-13","1279_20m","D_thomasi_wo_eggs","Younger",7,49.7488865725386,73.8411775624255,0.4995,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.764191806029779,0.764191806029779,-48.9846947665088
"67","20090713-1279_20m","2009-07-13","1279_20m","D_thomasi_wo_eggs","Younger",7,49.7488865725386,73.8411775624255,0.4995,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.764191806029779,0.764191806029779,-48.9846947665088
"68","20090713-1279_20m","2009-07-13","1279_20m","Diaphanosoma_eggs","Egg",12,85.2838055529233,57.1401497204586,NA,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.31004309605105,1.31004309605105,-83.9737624568723
"69","20090713-1279_20m","2009-07-13","1279_20m","Diaphanosoma_w_eggs","Older",2,14.2139675921539,74.1122938433336,1.02675,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.218340516008508,0.218340516008508,-13.9956270761454
"70","20090713-1279_20m","2009-07-13","1279_20m","Diaphanosoma_wo_eggs","Older",40,284.279351843078,874.490663770533,0.619133333333333,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",4.36681032017017,4.36681032017017,-279.912541522908
"71","20090713-1279_20m","2009-07-13","1279_20m","Dreissena_veligers","Veliger",10,71.0698379607694,33.0474746517578,0.2516,"Veneroida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.09170258004254,1.09170258004254,-69.9781353807269
"72","20090713-1279_20m","2009-07-13","1279_20m","E_lacustris","Older",14,99.4977731450772,885.074195184818,1.17210714285714,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.52838361205956,1.52838361205956,-97.9693895330177
"73","20090713-1279_20m","2009-07-13","1279_20m","E_lacustris","Older",14,99.4977731450772,885.074195184818,1.17210714285714,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.52838361205956,1.52838361205956,-97.9693895330177
"74","20090713-1279_20m","2009-07-13","1279_20m","Kellicottia","Older",185,1314.79200227423,81.5171041410026,NA,"Ploima","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",20.196497730787,20.196497730787,-1294.59550454345
"75","20090713-1279_20m","2009-07-13","1279_20m","Keratella","Older",7,49.7488865725386,5.47237752297925,NA,"Ploima","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.764191806029779,0.764191806029779,-48.9846947665088
"76","20090713-1279_20m","2009-07-13","1279_20m","L_ashlandi_wo_eggs","Older",1,7.10698379607695,32.0774086110904,0.851,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"77","20090713-1279_20m","2009-07-13","1279_20m","L_ashlandi_wo_eggs","Older",1,7.10698379607695,32.0774086110904,0.851,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"78","20090713-1279_20m","2009-07-13","1279_20m","L_kindti_wo_eggs","Older",1,7.10698379607695,49.3933201031696,2.22,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"79","20090713-1279_20m","2009-07-13","1279_20m","L_minutus_eggs","Egg",7,49.7488865725386,5.74599639912821,NA,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.764191806029779,0.764191806029779,-48.9846947665088
"80","20090713-1279_20m","2009-07-13","1279_20m","L_minutus_w_eggs","Older",2,14.2139675921539,41.4235017396491,0.78625,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.218340516008508,0.218340516008508,-13.9956270761454
"81","20090713-1279_20m","2009-07-13","1279_20m","L_minutus_w_eggs","Older",2,14.2139675921539,41.4235017396491,0.78625,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.218340516008508,0.218340516008508,-13.9956270761454
"82","20090713-1279_20m","2009-07-13","1279_20m","L_siciloides_eggs","Egg",20,142.139675921539,16.4171325689377,NA,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",2.18340516008508,2.18340516008508,-139.956270761454
"83","20090713-1279_20m","2009-07-13","1279_20m","L_siciloides_w_eggs","Older",2,14.2139675921539,60.4462611833807,0.91575,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.218340516008508,0.218340516008508,-13.9956270761454
"84","20090713-1279_20m","2009-07-13","1279_20m","L_siciloides_w_eggs","Older",2,14.2139675921539,60.4462611833807,0.91575,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.218340516008508,0.218340516008508,-13.9956270761454
"85","20090713-1279_20m","2009-07-13","1279_20m","L_siciloides_w_eggs","Younger",1,7.10698379607695,NA,NA,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"86","20090713-1279_20m","2009-07-13","1279_20m","L_siciloides_w_eggs","Younger",1,7.10698379607695,NA,NA,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"87","20090713-1279_20m","2009-07-13","1279_20m","L_siciloides_wo_eggs","Older",8,56.8558703686156,184.611237795093,0.855625,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.873362064034033,0.873362064034033,-55.9825083045815
