"","Sample_ID","Sample_date","Sample_site","Calanoida_Nauplii","Calanoida","Cladocera","Cyclopoida_Nauplii","Cyclopoida","Leptodora","Rotifers","Veligers","TempC"
"37","19950620-8-994",1995-06-20,"8-994",3.79632138816262,43.8978856274193,57.5876449984195,1.69855608650339,118.31993818899,0,0.570263377048177,0.226707726127731,23.7
"38","19950622-16-970",1995-06-22,"16-970",2.55391452377987,81.9257413041455,49.8598810471539,2.19293644439659,223.64917028856,3.59437892003655,0.00891814721379416,1.37427611570706,21.5
"39","19950622-16-970B",1995-06-22,"16-970",2.05635731078053,64.7784398129089,30.7722581931092,3.61513849005572,139.192136775874,1.70716686373291,0.0214331321909544,1.49741575023749,21.5
"40","19950626-14-972",1995-06-26,"14-972",0.194920520930442,49.5183099869099,233.532803069158,5.20464557367963,364.238670288177,3.87856382736268,0.0656322798886032,0.177436105512794,24.4
"41","19950626-16-970",1995-06-26,"16-970",0.650062218277699,21.4734482575205,43.4962193198853,4.41530792134559,130.720482096727,1.12403463573234,0.108335684226732,1.89383808892595,23.9
"42","19950626-8-994",1995-06-26,"8-994",1.28030567126352,45.6345803140259,26.0728378869612,1.60441820447427,94.5493878407033,1.82372167169742,0.254681542782873,0.380793946604617,24
"43","19950629-27-918",1995-06-29,"27-918",0.0167826938318087,4.76258984323565,2.88273235696528,0.106193990505261,7.09030966720486,23.1132475271939,0.00243668015865495,11.0739303338564,23.2
"44","19950629-29-905",1995-06-29,"29-905",0.196699576124958,9.98822669570783,1.71509383824448,0.255660624504662,12.9206018519563,4.3258773364933,0.00512221275904488,5.60849462418241,23.1
"45","19950629-36-873",1995-06-29,"36-873",0.0993767952076841,7.20031665058284,250.608309353318,2.63020075676737,317.594697426775,12.8739048069842,0.0645172997090673,2.04549166123066,24.3
"46","19950629-37-890",1995-06-29,"37-890",0.697929887149758,10.6290611859542,174.466244903006,5.80692015216729,71.0899266582661,0,0.510979870388239,12.3665391067432,23.9
"47","19950705-8-994",1995-07-05,"8-994",0.394220783389881,44.3002441886014,134.179920652094,2.83296399530017,108.333079335766,0,0.623868010499332,0.243780357043856,22.8
"48","19950710-14-972",1995-07-10,"14-972",0.0246421177056799,25.5191830547457,89.4050900195641,2.50572572589131,337.52853738099,0,0.0411111678049989,0.135579383186699,22.8
"49","19950710-16-970",1995-07-10,"16-970",0.417975930941687,30.3572103966442,198.83055408031,3.13990675423139,544.556650263406,0,0.752862501960891,0,23.1
"50","19950710-27-918",1995-07-10,"27-918",0.481106122296499,7.68399273102911,21.7090324857263,0.553058297253571,12.1589533107834,0.788908884318481,0.0131004309605105,8.6045268102503,21.9
"51","19950710-29-905",1995-07-10,"29-905",1.51408361538309,12.9664643971763,150.43216516674,0.958782706643604,5.88723688550394,3.52182180107277,0,12.3208170883932,22.3
"52","19950710-36-873",1995-07-10,"36-873",0.695044769647897,5.21684144960135,9.59861312954017,1.14770433981722,11.8600168300609,0,0.0196903447164037,2.52744034133213,22.2
"53","19950710-37-890",1995-07-10,"37-890",0.0947423317664469,8.8650510091464,48.2304443029747,5.22459182861927,118.854178079612,0,0.0551683673668073,1.08649231731806,22
"54","19950710-8-994",1995-07-10,"8-994",0.736454483618333,142.495255644871,162.629163515498,6.67179553260888,421.212696115276,8.88211414407795,0.806780393098843,0.0896636909156219,22
"55","19950717-3-996",1995-07-17,"3-996",0.236614872778734,18.2024487458563,143.51865417953,4.05601583316731,501.314352593062,0,0.121553929753592,0.405179765845306,25.7
"56","19950717-8-994",1995-07-17,"8-994",0.330936974177175,60.209893355804,112.31695113467,4.06075680955818,350.203521135569,0,1.52578786546596,0.0722349172716017,24.7
"57","19950719-27-918",1995-07-19,"27-918",0.208491700436242,1.72963739897003,25.8224984944421,0.362716719005958,5.45155321570278,0.394764025359028,0.00267658615250886,10.4888719851441,25.1
"58","19950719-27-918B",1995-07-19,"27-918",0.180260406048284,2.29834423623255,23.4276640530968,0.230190399718338,2.38425866576723,3.05790831890335,0.0521714610167587,10.6278685309799,25.1
"59","19950719-29-905",1995-07-19,"29-905",0.0704270354335647,3.13808093510757,56.2422484328873,0.209195459353518,6.05922997298761,1.59066557282357,0.0184172620838776,21.2995636000044,25.1
"60","19950719-36-873",1995-07-19,"36-873",0,17.4481679350718,352.156300616064,1.50451858693962,147.801492511596,0.685647768276961,0.0297816463835605,1.38484655683556,25.6
"61","19950719-36-873B",1995-07-19,"36-873",0.0924173006548467,42.4927851369111,261.393280721263,2.20663453636941,224.079240643409,0,0.031157428961062,2.37079709458262,25.6
"62","19950719-37-890",1995-07-19,"37-890",0,3.3187783966417,369.016026080842,4.59981011471554,118.217024435444,7.60921943048816,0.941936242258785,1.24938975898629,24.9
"63","19950724-14-972",1995-07-24,"14-972",0.0617463404398272,101.778450003463,108.421054498669,1.82544715085372,192.179545107035,0,0.639707949287105,0,24.5
"64","19950724-14-972B",1995-07-24,"14-972",0.441159907380761,95.5050944702487,185.002595935295,2.44342751091523,205.628224369561,9.05552647763873,0.764561835746383,0,24.5
"65","19950724-16-970",1995-07-24,"16-970",0.396644733991016,48.6663480176569,135.26524291224,1.01113812907078,182.39456313609,0,0.281658740583603,0.158945769868174,24.2
"66","19950724-16-970B",1995-07-24,"16-970",0.13045754521939,34.769743210903,149.960832314078,1.54856323231,343.370120471017,1.87735219052769,0.043735284898935,0.0656029273484026,24.2
"67","19960522-3-996",1996-05-22,"3-996",2.16587028423024,22.8896089984788,13.980681993213,6.58422601142612,91.9266848175364,0,39.6975340588531,48.8085779472115,16.6
"68","19960523-14-972",1996-05-23,"14-972",1.1343731547674,96.2730045998106,17.8438343943556,2.26511574271589,85.1573447578186,0,1.89438054102742,9.66549796266465,17.5
"69","19960523-16-970",1996-05-23,"16-970",0.89726278306252,91.5645440062185,10.2218531787738,3.66985045670675,136.167998068663,0,3.51271647585492,29.5535665572622,16.9
"70","19960523-8-994",1996-05-23,"8-994",1.35882130048711,50.666737638753,3.81711388391736,4.52111198830611,65.4539404861032,0,3.69716724252732,6.3007577982379,15.4
"71","19960531-27-918",1996-05-31,"27-918",0.419263977937157,1.97953776703489,0.772699529332212,1.93025619342087,7.69419022787422,0,4.45446792381313,0.613054602235507,15.3
"72","19960531-29-905",1996-05-31,"29-905",0.201806344045176,1.43309588322255,0.11182005183019,0.109657021794449,1.5587794710471,0.0518017912423325,0.656476951435511,0.265497682191712,15.6
"73","19960531-36-873",1996-05-31,"36-873",0.868521163817536,25.0159180079999,33.461299200555,0.892100219048689,45.4209769012465,0.808515991717882,1.20794217692632,19.3726575544787,16.5
"74","19960531-37-890",1996-05-31,"37-890",0.642352165312102,33.4664887655882,19.1853359995976,1.27260267298977,85.1425969329286,0.512961533510389,0.723964749360372,2.16927013098718,16.5
"75","19960604-16-970",1996-06-04,"16-970",2.39839307683677,77.2751000362714,20.7740032682778,5.36679215301844,55.1038179555946,0,0.890889545821016,2.72325638113939,15.6
"76","19960604-27-918",1996-06-04,"27-918",0.626024840426939,16.9097922420355,7.18757270756197,0.484648832225313,30.6218270459542,0,0.237085263367168,5.52951209859477,16
"77","19960604-29-905",1996-06-04,"29-905",0.316761474806774,4.48589977585498,0.219777587453207,0.495204315653398,0.549810743032145,0,1.07434745119703,0.421882655128823,15.1
"78","19960604-36-873",1996-06-04,"36-873",0.294990385351729,65.0344492665159,54.5129882312306,3.74194958994931,109.397647152378,0.551115697159922,1.48483099475062,6.02077040487488,16.7
"79","19960604-37-890",1996-06-04,"37-890",0.279847988308237,40.9104212051466,45.2382407003315,5.94055079126923,188.781352985436,0,1.19362977352412,4.05933146972425,16.1
"80","19960605-14-972",1996-06-05,"14-972",2.8907989311243,108.75011898766,23.2138161970328,2.29745338506385,120.274003178538,0,0.505081797131451,1.2357495863371,15.1
"81","19960605-8-994",1996-06-05,"8-994",2.32352942701675,64.6319521753811,36.9890964537548,1.93798281887026,202.494223407881,0,0.984360591023706,2.97225762874041,13.5
"82","19960611-14-972",1996-06-11,"14-972",5.09938992465691,152.701863309511,173.377897555446,18.5839761134104,411.200602625996,0,6.87561729003553,5.44137390239233,18.2
"83","19960611-16-970",1996-06-11,"16-970",1.2384390246729,151.171919579452,369.830747925776,23.4836414166297,310.721988240255,0,13.1010950304042,4.60481328480949,17.6
"84","19960611-16-970B",1996-06-11,"16-970",2.88171757784572,149.93893637569,109.307067716427,13.9274452792529,353.627609791647,0,18.7591316477845,3.151038280749,17.6
"85","19960611-8-994",1996-06-11,"8-994",3.53657995764246,202.839355803762,231.098759116053,7.91627952760486,371.73579186435,1.39504838525369,8.64717361777748,1.7880759231869,18.1
"86","19960613-27-918",1996-06-13,"27-918",0.437076207254986,22.7765835494021,29.6291230851638,2.97776921006581,25.290878708982,0.77676889969965,8.86573663359822,14.4977408086524,18.9
"87","19960613-27-918B",1996-06-13,"27-918",0.253792164905224,14.3084603287847,24.3116650408157,3.06531850216787,20.3981666354972,2.36210366692131,38.2575765600366,20.7829677447429,18.9
"88","19960613-29-905",1996-06-13,"29-905",0.203426520042787,5.54157173445016,16.4348385535591,1.65453411911281,22.2110250001773,2.32641566653252,3.64408566625946,6.1926799347438,18.9
"89","19960613-29-905B",1996-06-13,"29-905",0.463456181700836,6.72994738699544,18.0766991994206,0.75243882526735,14.0046439303588,1.85208625700727,0.723945654189803,5.10557123083412,18.9
"90","19960613-36-873",1996-06-13,"36-873",4.98723846872761,39.3953174822136,62.6019053729759,1.52272061016918,111.288575395579,0,0.100375178552,16.6134958990071,19.8
"91","19960613-37-890",1996-06-13,"37-890",4.42375681186183,21.3987554418991,76.6215088405991,1.99940908829822,80.2558447869112,0,0.533866986173102,3.82379819699435,17.6
"92","19960617-27-918",1996-06-17,"27-918",0.302317099400557,6.16765346746188,126.362948926046,0.51220957664631,10.0788530231632,1.43239412167366,3.60944445084048,11.0117068185421,21.1
"93","19960617-29-905",1996-06-17,"29-905",0.491916508924357,1.11834571466611,235.020449939934,0.301080943512741,11.0841649686647,0,22.2863887006606,17.5329439242589,21
"94","19960619-3-996",1996-06-19,"3-996",0.928710286118443,252.935772048109,218.424910660485,10.1170626771822,156.883065744619,0,8.39490906944339,9.85284271584648,21.1
"95","19960619-8-994",1996-06-19,"8-994",2.23973225970458,175.431051728231,250.44636463465,5.9485537174938,186.51598556876,0,15.9501996412224,1.26861706916537,21
"96","19960626-36-873",1996-06-26,"36-873",1.14079454297947,0.574353211705533,50.9485386654777,2.1875552632107,6.71505530459299,10.4861764154962,8.58332530396789,126.117309427324,22.4
"97","19960626-37-890",1996-06-26,"37-890",1.50450235573594,0.711199519867994,97.2734249667635,2.70782536715045,7.34345602851003,19.309542781251,5.45766262260851,46.5867484077643,23.8
"98","19960626-37-890B",1996-06-26,"37-890",4.40200528045234,0.538412706469127,106.330053746684,4.6142208277098,19.2079860285694,9.79013722903913,28.968289794819,121.937374974911,23.8
"99","19960627-14-972",1996-06-27,"14-972",0.430154420406573,70.0269180414418,174.877009840798,9.33678864752719,101.566070113509,0.252672106673129,6.03946642320541,31.0380244902701,22.6
"100","19960627-16-970",1996-06-27,"16-970",5.06388387089786,84.9513828635512,86.0197810798453,4.54584207751639,152.855656742296,5.08082466444928,11.0099409624509,18.0762000885894,22
"101","19960701-14-972",1996-07-01,"14-972",7.20633696784601,30.134946398401,159.636562800495,4.61387926865137,360.012288488131,6.58651137583824,57.0451049446795,37.6360212575407,24.6
"102","19960701-16-970",1996-07-01,"16-970",6.92810051170398,266.608676322168,619.097241677537,3.69853265494624,371.856204472664,0,0.580431159215565,24.2910440131714,24.2
"103","19960701-8-994",1996-07-01,"8-994",0.194848005156683,42.5727932504295,347.780113795594,6.57523469786004,45.7199408208057,2.15764042442942,112.835624967543,6.53232191986534,23.5
"104","19960702-27-918",1996-07-02,"27-918",0.10361814163064,2.20972366214563,87.7031759386644,1.53389119348958,9.56730056725167,14.605982462772,11.0862082730514,42.9946777831583,22.9
"105","19960702-29-905",1996-07-02,"29-905",2.35531331935545,16.3444364610716,56.7749493498232,2.0212698592385,13.2168437293795,38.8669203927164,5.56753357511436,233.32718830492,22.4
"106","19960702-29-905B",1996-07-02,"29-905",0.959199253475748,10.6867123734312,21.5250312687059,1.71348609527136,7.8684934110965,8.31007702907552,5.82790618207087,117.335225657504,22.4
"107","19960702-36-873",1996-07-02,"36-873",0.0647651365178755,0.904974146227577,94.5737977733873,3.94306210529266,5.19415368668224,5.04841449119536,126.36614698688,38.8727922174914,24
"108","19960702-37-890",1996-07-02,"37-890",0.698306387213994,0,167.609966381919,1.89244540644348,4.94753976117207,27.9161781210581,12.6930416823815,251.773608207829,24.7
"109","19960708-14-972",1996-07-08,"14-972",0.771858629014248,10.0763589072116,73.5981729571579,3.47098712288609,40.9382254614256,0.991930700656531,13.5038005758207,56.4518128786517,23.3
"110","19960708-16-970",1996-07-08,"16-970",2.56049990690913,39.9201591514791,252.794354066593,2.34290276631243,146.218133291175,0.529979041984186,17.9422749536821,29.2944970706156,24.1
"111","19960708-16-970B",1996-07-08,"16-970",0.678774816737057,26.7150526162139,88.2763979668367,3.89304360010466,77.8151826712555,0.603445580183115,14.3902598217866,25.197754128068,24.1
"112","19960708-8-994",1996-07-08,"8-994",0.540465637151967,29.1942526330567,94.2562316824035,10.8100268421665,195.920115793319,1.27143282961885,130.544660748417,13.0577826672799,22.7
"113","19960712-27-918",1996-07-12,"27-918",0.00582272068900853,3.08591461595628,125.916840249689,4.10371441461609,29.654970164764,6.41293695562727,99.2289973052868,30.767951255799,21.6
"114","19960712-29-905",1996-07-12,"29-905",0.354519672887552,10.097560624986,120.986086334289,3.23182656121506,76.7960246672204,0.758165825635535,18.0464391222378,49.730426874367,21.6
"115","19960712-36-873",1996-07-12,"36-873",2.24068664242656,3.85166240893953,81.6996853942573,3.46647873195088,21.4208152139389,0,40.0754951389375,106.70943122966,22.6
"116","19960712-37-890",1996-07-12,"37-890",2.33482776612121,2.01476655344129,179.18526157235,3.47648554791527,54.7572513286274,0,120.906715761259,113.462996304368,23
"117","19960715-8-994",1996-07-15,"8-994",3.92546069475991,39.1172370501761,150.410129116777,1.82872185770598,305.459628175989,1.66439532172842,111.948550461144,5.3165955564071,23
"118","19960716-14-972",1996-07-16,"14-972",0.174827017122255,29.6792681519634,161.424032101964,8.3078478289401,137.474178055484,4.88481102970964,74.3960358895666,177.884242829393,26.6
"119","19960717-27-918",1996-07-17,"27-918",0.0246096272671783,3.46427725859127,86.9206744146191,5.00987181538194,67.2322398615829,2.63546749120857,27.1950451963658,51.7162440108114,22.4
"120","19960717-29-905",1996-07-17,"29-905",2.17532418577277,4.68367279615167,110.723627719848,2.58823546993801,90.4662968580274,0,30.3098506599638,83.5594541559774,22.8
"121","19960717-36-873",1996-07-17,"36-873",0.0811366149269813,16.0679702241473,174.263883078115,8.69105994446975,32.2268353729486,0,120.503186248586,330.246202432849,24.6
"122","19960717-37-890",1996-07-17,"37-890",0.430006889093,0.245758387724685,50.4633141450499,8.4570527906276,1.91951905299835,0.699237862941234,477.831770841083,94.6086381766025,24.6
"123","19960718-16-970",1996-07-18,"16-970",0.27408888376677,6.96412654463582,114.550699380167,4.99199638082586,91.2613905250666,3.59798722053344,48.3852298520613,24.9543067552962,24
"124","19960722-14-972",1996-07-22,"14-972",0.138088567928722,4.74479092452248,126.855815001826,6.31413069573308,102.408100372396,0,28.9816373224205,107.283419094872,24.1
"125","19960722-8-994",1996-07-22,"8-994",3.39343748813532,46.5422750691531,160.045035416093,10.5619499363274,81.7793193404124,0.61117788776224,83.5714671982664,4.74578543989342,23.9
"126","19960723-16-970",1996-07-23,"16-970",0.798413997357127,26.8401715031052,167.09604936473,3.7428074781138,106.442200716271,5.67579049126877,16.4531261387374,28.378956326175,23
"127","19960723-27-918",1996-07-23,"27-918",1.42688200717487,13.8628439950199,37.4988416743703,6.84218221094187,32.4151027071804,0,35.8583780561445,309.514777433343,22.6
"128","19960723-29-905",1996-07-23,"29-905",1.22622821914491,2.3273630513023,2.0528190331695,1.31695328601793,0.348190187398146,0.168168067185326,6.61540036320556,16.1227087359049,22
"129","19960723-36-873",1996-07-23,"36-873",1.05401751730449,6.65413623303681,67.7779375151484,3.53722316974058,15.4345096654238,3.29967013213644,85.4004653758278,103.352917022016,23.5
"130","19960723-37-890",1996-07-23,"37-890",1.70043993210188,3.84800690061707,11.7168368623552,4.50948452258568,9.11501054655071,1.10868697077564,71.248588113803,190.457983719301,23.6
"131","19960730-27-918",1996-07-30,"27-918",0.346690942839532,6.37116917411343,3.74988184044931,2.60277398204338,2.84776803091936,1.5435324702084,40.7840343967416,54.9894206106982,22.9
"132","19960730-29-905",1996-07-30,"29-905",0.0483213854004554,2.34213015707495,1.52407687943402,1.25130591524854,0.415374528634832,0.316945496565589,53.3598427370959,55.7708833437052,21.9
"133","19960730-36-873",1996-07-30,"36-873",0.63519425825111,28.294623891561,15.0657754860418,5.30100770728209,31.4792222686562,1.93776441393765,250.606175466405,496.936100319025,22.6
"134","19960730-36-873B",1996-07-30,"36-873",3.0421964882035,19.604088825893,8.82952149390348,2.51613625558954,9.40329743612387,2.11847120860762,198.271040056314,436.604350827794,22.6
"135","19960730-37-890",1996-07-30,"37-890",1.43290840664505,1.76788124951437,5.07168648418115,2.53815046001301,7.07383853289129,0.955724437465876,134.014746223151,147.489101552903,22.6
"136","19960801-14-972",1996-08-01,"14-972",0.320058207662628,5.40143628420394,2.18817353177392,3.14827922399377,7.25730422483496,0.306419131112378,107.905817160578,69.0195045824322,22.9
"137","19960801-16-970",1996-08-01,"16-970",2.2177743022463,12.8884490497773,13.6851409741128,1.5521730119315,15.302425265563,0.524951183642708,89.9797736001269,72.616082002178,23
"138","19960801-8-994",1996-08-01,"8-994",1.22284069732967,14.1603355997863,12.9696106518602,2.7846177385524,105.973091540303,0.180448884848406,325.742028830863,2.13281180945798,22.7
"139","19960805-16-970",1996-08-05,"16-970",0.294666413910458,4.50449514343153,10.917426917969,4.67302112580801,9.25226191559574,0.283343792245495,485.785437093439,481.342300210144,25.2
"140","19960805-16-970B",1996-08-05,"16-970",0.604929458954038,13.7317067440195,20.6412270207229,4.98235167842357,21.8974209565743,0,289.875606792477,312.863370785439,25.2
"141","19960805-27-918",1996-08-05,"27-918",0.0409774219860241,0.819358284447949,2.87257519300603,1.76167107663514,0.971558610666837,0,143.059785564447,48.5234034211426,23.1
"142","19960805-29-905",1996-08-05,"29-905",0.421899619438079,0,0.86700823595726,0.359027255181431,0.123199427266663,0.206741182290941,147.641500946998,63.1945802201546,23.4
"143","19960805-36-873",1996-08-05,"36-873",0.802147427571492,5.33745483430948,5.74955805665198,2.28890365774575,27.9557395743621,1.59194996474059,199.854271549282,79.913950051513,24.2
"144","19960805-37-890",1996-08-05,"37-890",1.4594966639179,0.732449957361776,3.87218666911717,1.32503241193404,2.97402501647272,0.89027244798577,46.2362289107154,45.7267333334094,24.3
"145","19960806-14-972",1996-08-06,"14-972",0.292158803205909,2.58561629759158,8.88916500112318,4.48654051707972,1.90367113351603,0,151.859712744181,51.2184058552635,23.3
"146","19960806-8-994",1996-08-06,"8-994",0.568762638672584,3.94213162228882,10.0084210709205,11.3642360118123,4.76787751227575,0.752702913211899,1533.74260936952,47.985848455767,23.8
"147","19960812-14-972",1996-08-12,"14-972",0.387950406152288,1.43446420477688,2.96346873855812,0.606888391141328,0.675301660108369,0,232.902992401252,46.8807298405605,24.6
"148","19960812-16-970",1996-08-12,"16-970",1.48272481424879,0.364704227093021,3.58330880107922,0.841758437939212,0.279121435755946,0,160.016300873817,13.7538622828125,24.4
"149","19960812-27-918",1996-08-12,"27-918",0.232020415071081,5.78833020444826,4.23671787535754,2.11169922053107,3.59099852883534,0,229.988477377005,42.8260382657237,23.5
"150","19960812-29-905",1996-08-12,"29-905",0.644267381275718,1.1833038540374,0.898267924396562,0.195439368023826,1.62217629007564,0,51.324455296521,57.4257513018452,23.4
"151","19960812-36-873",1996-08-12,"36-873",2.27353482619624,29.6620718934658,28.1534354071685,3.28020697555494,44.6732633066537,5.1154469385075,370.362273943246,45.6224624423241,24.2
"152","19960812-37-890",1996-08-12,"37-890",1.57218952254642,2.10483499203724,13.377975919687,2.51653506190678,5.16069306799946,0,482.676858607873,58.9958621561009,24.2
"153","19960812-8-994",1996-08-12,"8-994",0.495594915904186,25.598907107108,12.1475634483965,6.29174982146447,17.1613108968291,3.20741726313146,325.221670763223,33.1286723781749,24.5
"154","19960812-8-994B",1996-08-12,"8-994",2.02293288760182,22.9652502760893,12.6514868919896,2.38638016627452,15.6289213360071,2.28382513248243,304.811492056825,21.4361997741132,24.5
"155","19960819-27-918",1996-08-19,"27-918",0.012787967719065,6.12294991183189,0.787691683608645,0.542089812555038,1.51497888600381,5.12754134479289,33.6405391913296,30.3240050310102,23.2
"156","19960819-29-905",1996-08-19,"29-905",0.465019143426264,0.488304664375002,1.09207031442452,0.246417989477943,2.06832082223321,0,53.7177058001285,34.5602469169227,23.4
"157","19960820-14-972",1996-08-20,"14-972",0.0699085673300634,17.0541861999723,52.791454725878,6.57114940114699,25.1508505240843,0.270127835883827,182.325765831345,27.7273319521377,24.3
"158","19960820-3-996",1996-08-20,"3-996",5.35234896069235,4.46630946946856,56.288754146979,1.5341795933274,11.9124959410066,0,92.9813684215276,10.8269821716235,24.5
