Information,Value,Sample_ID,Genus_sp_lifestage,Number_counted,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20
,,20200715-1280_15m,Cyclopoid_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,T_prasinus_mexicanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,T_prasinus_mexicanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_reighardi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_reighardi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_pallidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_pallidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,A_vernalis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_thomasi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_carolleeae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,L_ashlandi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,L_minutus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,L_sicilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,L_siciloides_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,M_edax_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_oregonensis_eggs,5,5,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Loose_Copepod_eggs,56,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,T_prasinus_mexicanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_reighardi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_pallidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Asplanchna,131,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Brachionus,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Dreissena_veligers,18141,12,6,7,6,7,6,6,15,12,12,7,6,6,12,6.5,8,7,7,6,7
,,20200715-1280_15m,Kellicottia,16,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Keratella,21,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ploesoma_sp,6,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Polyarthra,636,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Unidentified_Rotifers,7140,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Canthocamptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Canthocamptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Canthocamptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Canthocamptus_nauplii,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Harpacticoid_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,A_harpae_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,A_harpae_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,A_harpae_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Alona_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Alona_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Alona_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Alonella_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Alonella_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Alonella_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,B_deitersi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,B_deitersi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,B_deitersi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,B_longimanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,B_longimanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,B_longimanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,C_pengoi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,C_pengoi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,C_pengoi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Camptocercus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Camptocercus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Camptocercus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ceriodaphnia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ceriodaphnia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ceriodaphnia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Chydorids_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Chydorids_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Chydorids_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_ambigua_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_ambigua_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_ambigua_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_laevis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_laevis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_laevis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_longiremis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_longiremis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_longiremis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_lumholtzi_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_lumholtzi_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_lumholtzi_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_rosea_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_rosea_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_rosea_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_schodleri_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_schodleri_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_schodleri_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_lamellatus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_lamellatus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_lamellatus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,H_gibberum_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,H_gibberum_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,H_gibberum_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ilyocryptus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ilyocryptus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ilyocryptus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,K_latissima_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,K_latissima_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,K_latissima_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Leydigia_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Leydigia_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Leydigia_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Macrothrix_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Macrothrix_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Macrothrix_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Moina_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Moina_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Moina_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Pleuroxus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Pleuroxus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Pleuroxus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Rare_Cladoceran_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_crystallina_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_crystallina_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_crystallina_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Scapholeberis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Scapholeberis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Scapholeberis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Simocephalus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Simocephalus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Simocephalus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Unidentified_Cladoceran,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Unidentified_Daphnia,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Argulus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Argulus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Argulus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,C_scutifer_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,C_scutifer_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,C_scutifer_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,C_strenuus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,C_strenuus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,C_strenuus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_nanus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_nanus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,D_nanus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_agilis_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_agilis_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_agilis_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_elegans_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_elegans_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_elegans_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_phaleratus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_phaleratus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_phaleratus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_prionophorus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_prionophorus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_prionophorus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_speratus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_speratus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,E_speratus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ergasilus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ergasilus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ergasilus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Eucyclops_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Eucyclops_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Eucyclops_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,L_macrurus_adult,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,L_macrurus_immature,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,M_albidus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,M_albidus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,M_albidus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,M_rubellus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,M_rubellus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,M_rubellus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,O_birgei_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,O_birgei_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,O_birgei_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Calanoida_unclass,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Cyclopoida_unclass,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,P_chiltoni_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,P_chiltoni_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,P_chiltoni_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,P_poppei_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,P_poppei_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,P_poppei_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Rare_Copepod_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_calanoides,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_pygmaeus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_pygmaeus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,S_pygmaeus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Calanoida_immature,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,T_crassus_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,T_crassus_w_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,T_crassus_wo_eggs,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Collotheca,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Conochilus,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Filinia,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Testudinella,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Notholca,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,K_quadrata,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Platyias,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Euchlanis,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Ascomorpha,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Lecane,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Monostyla,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,L_patella,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,P_hudsoni,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Synchaeta,,,,,,,,,,,,,,,,,,,,,
,,20200715-1280_15m,Trichocerca,,,,,,,,,,,,,,,,,,,,,
